stationid,name,longitude,latitude ,free_bikes,empty_slots,total_bikes
cd2f767734dc0fef34dfd12277744d69,Cootes at York and King,-79.94965553283691,43.26558132306987,7,8,15
6413564feab2f443261e9bb41fefc19a,James at Vine,-79.86767515540123,43.25971184443275,4,8,12
2c40c2c8f305bbdb55924286ef60a65e,Charlton at Locke,-79.886634349823,43.25332704523968,2,5,7
136db3855339c99b874db87c997d2f46,Locke at Herkimer,-79.88658607006073,43.252499716928924,2,3,5
306cc88fcd5431a91806cc41757fb0c7,King William at Hughson,-79.86643463373184,43.2569048421661,0,4,4
19f78245a8a7b0f415f83078efc45d26,Barton at Wentworth,-79.8449581861496,43.25893246012055,3,7,10
672fa210a6d49cef4ada2f6cf610c352,Charlton at Queen,-79.88158643245697,43.25200741706332,6,4,10
bd18a5dc315913736a39a7a08144ce2f,Duke at James,-79.87135380506516,43.25163037518954,3,3,6
403cb92786f78feaeb7e07d11d225d28,Beasley Park,-79.86106485128403,43.25891916811838,8,1,9
c04d5fe44a7f100d1e87b3b7960ddc59,John near King,-79.86623145639896,43.25652795268133,4,3,7
0a044af8a55dabe96d0c48f86d744b2c,Locke at Hunter,-79.88510146737099,43.256556155396176,3,7,10
151f2c238f193db179e8274b48aefa8f,King at Barnesdale,-79.83547054231167,43.25124627968789,5,4,9
60f1ff4162316df19c3fb9fbe498c62d,King at Sherman,-79.83823858201504,43.2513467527978,3,4,7
826039584ca9b60fd398e14cffdb03f9,King at Sanford,-79.84635829925537,43.251884127702,3,6,9
e4a63afc4502edf7569be3840617d71d,Bay at York,-79.87338691949844,43.25906138152248,8,15,23
37616366e445ace57088416e86786a61,Jackson Square,-79.86957684159279,43.25693469264953,6,4,10
81b2226a10ac65551fe73c9eedd02379,Cannon at Steven,-79.84998129308224,43.25646071175471,3,6,9
367f5ac4d324e57f25a59c0b3de3bd25,Pier 4,-79.86689731478691,43.27260051521549,7,23,30
89702be3edbe08f156bd7b3036f464d4,Ferguson at King,-79.86223563551903,43.25400491861888,2,8,10
397f2fea38d84b76656239ab6db8e407,Durand Park,-79.87574994564056,43.24978615747242,8,6,14
ef756a7aa90c86940a92ba796032150e,Cannon at East,-79.85334813594818,43.25729552525069,2,6,8
4811838834c4e081dc82a8b015ae923a,Strachan at Mary,-79.86042380332947,43.265938747249415,4,4,8
209f28b67a835d95696b6166209907fb,West Harbour GO Station,-79.86611008644103,43.26624929442286,2,10,12
a4efe67161d2b1ff1b28bd18c17f5196,James at Guise,-79.86182928085327,43.27365898786445,1,8,9
526a984471e6dbeb0a5037ede184360f,RBG Rock Garden,-79.89169299602507,43.289479198281,0,14,14
55c7dd2953d457e587c7c9d092bf1cb2,Pier 8,-79.85690742731094,43.27528883070137,2,13,15
4b4ce0df11a6f9cf3fc6e04e94c78828,Westinghouse at Barton - ERI13,-79.84240606427193,43.25831920066756,5,8,13
88b4283638e2beb669e4fe1bee89c2f6,James at Colbourne,-79.8660421593136,43.2637774120007,6,7,13
8b7317cc71a48fcac26a3ebcd4da7f25,Main at Longwood,-79.90210264921188,43.25960441109783,6,3,9
b745b74c5f9f41debda6ab80a7d9d2ac,Van Wagners,-79.7663875669241,43.26000777328068,5,7,12
