category,latitude,longitude,POI,station
park,43.25112644429895,-79.82740849256516,Lucy Day Park,11
park,43.25112644429895,-79.82740849256516,Barn Board Store,11
park,43.25112644429895,-79.82740849256516,Hamilton Scott Park Arena,11
park,43.25112644429895,-79.82740849256516,Scott Park Baseball Diamonds,11
park,43.25112644429895,-79.82740849256516,Parkview Secondary School Co-op Education,11
park,43.25112644429895,-79.82740849256516,Parkview School,11
park,43.25112644429895,-79.82740849256516,Scott Park,11
park,43.25112644429895,-79.82740849256516,Scott Park Children's Ctr,11
park,43.25112644429895,-79.82740849256516,Jazz in the Park,11
park,43.25112644429895,-79.82740849256516,Gage Park,11
restaurant,43.25112644429895,-79.82740849256516,Hi-Line Centre Pizza & Wings,11
restaurant,43.25112644429895,-79.82740849256516,KFC,11
restaurant,43.25112644429895,-79.82740849256516,Caribbean Vibe,11
restaurant,43.25112644429895,-79.82740849256516,Taste of Poland,11
restaurant,43.25112644429895,-79.82740849256516,Subway,11
restaurant,43.25112644429895,-79.82740849256516,Tim Hortons,11
restaurant,43.25112644429895,-79.82740849256516,The Purple Pear,11
restaurant,43.25112644429895,-79.82740849256516,Festival Foods,11
restaurant,43.25112644429895,-79.82740849256516,Hambrgr,11
restaurant,43.25112644429895,-79.82740849256516,Cannon Coffee Co,11
park,43.2540651616154,-79.8819466027797,HAAA Park,12
park,43.2540651616154,-79.8819466027797,Chedoke park,12
park,43.2540651616154,-79.8819466027797,City Hall Parkette,12
park,43.2540651616154,-79.8819466027797,Durand Park,12
park,43.2540651616154,-79.8819466027797,HAAA Grounds,12
park,43.2540651616154,-79.8819466027797,Mapleside Park,12
park,43.2540651616154,-79.8819466027797,Jackson Park,12
park,43.2540651616154,-79.8819466027797,Hill Street Dog Park,12
park,43.2540651616154,-79.8819466027797,The George Hamilton,12
park,43.2540651616154,-79.8819466027797,Premier Fitness Parking Lot,12
restaurant,43.2540651616154,-79.8819466027797,Queen's Pizza & Wings,12
restaurant,43.2540651616154,-79.8819466027797,Tomah,12
restaurant,43.2540651616154,-79.8819466027797,Durand Coffee,12
restaurant,43.2540651616154,-79.8819466027797,Earth to Table Bread Bar,12
restaurant,43.2540651616154,-79.8819466027797,The Burnt Tongue,12
restaurant,43.2540651616154,-79.8819466027797,Donut Monster,12
restaurant,43.2540651616154,-79.8819466027797,AMO Gelato Caffe,12
restaurant,43.2540651616154,-79.8819466027797,Smoke's Poutinerie,12
restaurant,43.2540651616154,-79.8819466027797,Delirious Burger Co,12
restaurant,43.2540651616154,-79.8819466027797,La Luna Restaurant Downtown,12
park,43.255383107655966,-79.87889617681503,Gore Park,13
park,43.255383107655966,-79.87889617681503,Chedoke park,13
park,43.255383107655966,-79.87889617681503,City Hall Parkette,13
park,43.255383107655966,-79.87889617681503,HAAA Park,13
park,43.255383107655966,-79.87889617681503,Durand Park,13
park,43.255383107655966,-79.87889617681503,Gore Park Promenade,13
park,43.255383107655966,-79.87889617681503,HAAA Grounds,13
park,43.255383107655966,-79.87889617681503,Mapleside Park,13
park,43.255383107655966,-79.87889617681503,Premier Fitness Parking Lot,13
park,43.255383107655966,-79.87889617681503,The George Hamilton,13
restaurant,43.255383107655966,-79.87889617681503,Smoke's Poutinerie,13
restaurant,43.255383107655966,-79.87889617681503,Durand Coffee,13
restaurant,43.255383107655966,-79.87889617681503,La Luna Restaurant Downtown,13
restaurant,43.255383107655966,-79.87889617681503,Tomah,13
restaurant,43.255383107655966,-79.87889617681503,Coop Hamilton,13
restaurant,43.255383107655966,-79.87889617681503,Bastoni's Shawarma & Grill,13
restaurant,43.255383107655966,-79.87889617681503,Coop Wicked Chicken Hamilton,13
restaurant,43.255383107655966,-79.87889617681503,Queen's Pizza & Wings,13
restaurant,43.255383107655966,-79.87889617681503,Vida la Pita,13
restaurant,43.255383107655966,-79.87889617681503,The George Hamilton,13
park,43.24943274108067,-79.8388883471489,Powell Park,14
park,43.24943274108067,-79.8388883471489,Myrtle Park,14
park,43.24943274108067,-79.8388883471489,Lifesavers,14
park,43.24943274108067,-79.8388883471489,Fighters Choice Martial Arts,14
park,43.24943274108067,-79.8388883471489,Birch Avenue,14
park,43.24943274108067,-79.8388883471489,Scott Park Baseball Diamonds,14
park,43.24943274108067,-79.8388883471489,Hamilton Scott Park Arena,14
park,43.24943274108067,-79.8388883471489,Park Furniture,14
park,43.24943274108067,-79.8388883471489,Scott Park Children's Ctr,14
park,43.24943274108067,-79.8388883471489,Scott Park,14
restaurant,43.24943274108067,-79.8388883471489,Big Top Family Restaurant,14
restaurant,43.24943274108067,-79.8388883471489,Bruno's Pizza & Wings,14
restaurant,43.24943274108067,-79.8388883471489,Queen's Pizza & Wings,14
restaurant,43.24943274108067,-79.8388883471489,Subway,14
restaurant,43.24943274108067,-79.8388883471489,Vibez Caribbean and Southern Food,14
restaurant,43.24943274108067,-79.8388883471489,Tall Tree Sandwich Co,14
restaurant,43.24943274108067,-79.8388883471489,Festival Foods,14
restaurant,43.24943274108067,-79.8388883471489,Giuseppe's Italian Cuisine & Pizza,14
restaurant,43.24943274108067,-79.8388883471489,Hi-Line Centre Pizza & Wings,14
restaurant,43.24943274108067,-79.8388883471489,DeRosa Bakery and Restaurant,14
park,43.24634382646498,-79.82685998082161,Gage Park Manor,15
park,43.24634382646498,-79.82685998082161,Memorial School Community Playground,15
park,43.24634382646498,-79.82685998082161,Barn Board Store,15
park,43.24634382646498,-79.82685998082161,Hamilton Scott Park Arena,15
park,43.24634382646498,-79.82685998082161,Jazz in the Park,15
park,43.24634382646498,-79.82685998082161,Gage Park,15
park,43.24634382646498,-79.82685998082161,Scott Park Baseball Diamonds,15
park,43.24634382646498,-79.82685998082161,Gage Park Tropical Greenhouse,15
park,43.24634382646498,-79.82685998082161,Scott Park Children's Ctr,15
park,43.24634382646498,-79.82685998082161,Parkview Secondary School Co-op Education,15
restaurant,43.24634382646498,-79.82685998082161,Hi-Line Centre Pizza & Wings,15
restaurant,43.24634382646498,-79.82685998082161,McDonald's,15
restaurant,43.24634382646498,-79.82685998082161,Pizza Pizza,15
restaurant,43.24634382646498,-79.82685998082161,Taste of Poland,15
restaurant,43.24634382646498,-79.82685998082161,Connaught Fish & Chips,15
restaurant,43.24634382646498,-79.82685998082161,Caribbean Vibe,15
restaurant,43.24634382646498,-79.82685998082161,Cannon Coffee Co,15
restaurant,43.24634382646498,-79.82685998082161,Hambrgr,15
restaurant,43.24634382646498,-79.82685998082161,Ranko's Meats & Delicatessens,15
restaurant,43.24634382646498,-79.82685998082161,Shorty's Pizza,15
park,43.2628018805713,-79.8827367298478,HAAA Park,16
park,43.2628018805713,-79.8827367298478,Jackson Park,16
park,43.2628018805713,-79.8827367298478,Premier Fitness Parking Lot,16
park,43.2628018805713,-79.8827367298478,Hill Street Dog Park,16
park,43.2628018805713,-79.8827367298478,Cathedral Dog Park,16
park,43.2628018805713,-79.8827367298478,The George Hamilton,16
park,43.2628018805713,-79.8827367298478,Stonewalls,16
park,43.2628018805713,-79.8827367298478,The Moghul's,16
park,43.2628018805713,-79.8827367298478,Victoria Park Community Homes,16
park,43.2628018805713,-79.8827367298478,Hamilton Municipal Parking 74,16
restaurant,43.2628018805713,-79.8827367298478,Pizza Hut,16
restaurant,43.2628018805713,-79.8827367298478,La Luna Restaurant Downtown,16
restaurant,43.2628018805713,-79.8827367298478,Coop Hamilton,16
restaurant,43.2628018805713,-79.8827367298478,Pho Lac Vien,16
restaurant,43.2628018805713,-79.8827367298478,Stonewalls,16
restaurant,43.2628018805713,-79.8827367298478,Smoke's Poutinerie,16
restaurant,43.2628018805713,-79.8827367298478,Coop Wicked Chicken Hamilton,16
restaurant,43.2628018805713,-79.8827367298478,KFC,16
restaurant,43.2628018805713,-79.8827367298478,Tim Hortons,16
restaurant,43.2628018805713,-79.8827367298478,Wimpy's Diner,16
park,43.2659146108256,-79.8819495909127,Jackson Park,17
park,43.2659146108256,-79.8819495909127,Premier Fitness Parking Lot,17
park,43.2659146108256,-79.8819495909127,Cathedral Dog Park,17
park,43.2659146108256,-79.8819495909127,Stonewalls,17
park,43.2659146108256,-79.8819495909127,Victoria Park Community Homes,17
park,43.2659146108256,-79.8819495909127,The Moghul's,17
park,43.2659146108256,-79.8819495909127,Kay Drage Park,17
park,43.2659146108256,-79.8819495909127,Hamilton Municipal Parking 74,17
park,43.2659146108256,-79.8819495909127,Bayfront Park Beach Area,17
park,43.2659146108256,-79.8819495909127,Parkview Nursing Centre,17
restaurant,43.2659146108256,-79.8819495909127,Pho Lac Vien,17
restaurant,43.2659146108256,-79.8819495909127,Stonewalls,17
restaurant,43.2659146108256,-79.8819495909127,La Luna Restaurant Downtown,17
restaurant,43.2659146108256,-79.8819495909127,Pizza Hut,17
restaurant,43.2659146108256,-79.8819495909127,Coop Hamilton,17
restaurant,43.2659146108256,-79.8819495909127,Tim Hortons,17
restaurant,43.2659146108256,-79.8819495909127,Coop Wicked Chicken Hamilton,17
restaurant,43.2659146108256,-79.8819495909127,Adobo Queen,17
restaurant,43.2659146108256,-79.8819495909127,Buona Vita Pizza,17
restaurant,43.2659146108256,-79.8819495909127,KFC,17
park,43.2488085584277,-79.8836993988543,HAAA Park,18
park,43.2488085584277,-79.8836993988543,Mountain View Hotel Park,18
park,43.2488085584277,-79.8836993988543,Highland Gardens Park,18
park,43.2488085584277,-79.8836993988543,Durand Park,18
park,43.2488085584277,-79.8836993988543,Chedoke park,18
park,43.2488085584277,-79.8836993988543,Southam Park,18
park,43.2488085584277,-79.8836993988543,City Hall Parkette,18
park,43.2488085584277,-79.8836993988543,Mapleside Park,18
park,43.2488085584277,-79.8836993988543,Beulah Park,18
park,43.2488085584277,-79.8836993988543,HAAA Grounds,18
restaurant,43.2488085584277,-79.8836993988543,Earth to Table Bread Bar,18
restaurant,43.2488085584277,-79.8836993988543,Durand Coffee,18
restaurant,43.2488085584277,-79.8836993988543,Donut Monster,18
restaurant,43.2488085584277,-79.8836993988543,Cake and Loaf Bakery,18
restaurant,43.2488085584277,-79.8836993988543,Aberdeen Tavern,18
restaurant,43.2488085584277,-79.8836993988543,The Burnt Tongue,18
restaurant,43.2488085584277,-79.8836993988543,Queen's Pizza & Wings,18
restaurant,43.2488085584277,-79.8836993988543,One Duke Restaurant & Lounge,18
restaurant,43.2488085584277,-79.8836993988543,Red Crow Coffee,18
restaurant,43.2488085584277,-79.8836993988543,My Dog's Cafe & Bar,18
park,43.26240933566922,-79.88798081874847,Jackson Park,19
park,43.26240933566922,-79.88798081874847,Cathedral Dog Park,19
park,43.26240933566922,-79.88798081874847,Hill Street Dog Park,19
park,43.26240933566922,-79.88798081874847,Premier Fitness Parking Lot,19
park,43.26240933566922,-79.88798081874847,Stonewalls,19
park,43.26240933566922,-79.88798081874847,Kay Drage Park,19
park,43.26240933566922,-79.88798081874847,The Moghul's,19
park,43.26240933566922,-79.88798081874847,Parkview Nursing Centre,19
park,43.26240933566922,-79.88798081874847,Hamilton Municipal Parking 74,19
park,43.26240933566922,-79.88798081874847,Victoria Park Community Homes,19
restaurant,43.26240933566922,-79.88798081874847,Tim Hortons,19
restaurant,43.26240933566922,-79.88798081874847,KFC,19
restaurant,43.26240933566922,-79.88798081874847,Halibut House,19
restaurant,43.26240933566922,-79.88798081874847,Pizza Hut,19
restaurant,43.26240933566922,-79.88798081874847,Subway,19
restaurant,43.26240933566922,-79.88798081874847,Mr Dumpling Express,19
restaurant,43.26240933566922,-79.88798081874847,Pizza Pizza,19
restaurant,43.26240933566922,-79.88798081874847,McDonald's,19
restaurant,43.26240933566922,-79.88798081874847,Wimpy's Diner,19
restaurant,43.26240933566922,-79.88798081874847,Shehnai Restaurant,19
park,43.25966301112219,-79.8892092704773,HAAA Park,20
park,43.25966301112219,-79.8892092704773,Jackson Park,20
park,43.25966301112219,-79.8892092704773,Hill Street Dog Park,20
park,43.25966301112219,-79.8892092704773,Cathedral Dog Park,20
park,43.25966301112219,-79.8892092704773,Earl Kitchener School,20
park,43.25966301112219,-79.8892092704773,Stonewalls,20
park,43.25966301112219,-79.8892092704773,Kay Drage Park,20
park,43.25966301112219,-79.8892092704773,Parkview Nursing Centre,20
park,43.25966301112219,-79.8892092704773,Hamilton Municipal Parking 74,20
park,43.25966301112219,-79.8892092704773,Park Auto Sales & Service,20
restaurant,43.25966301112219,-79.8892092704773,Mr Dumpling Express,20
restaurant,43.25966301112219,-79.8892092704773,Subway,20
restaurant,43.25966301112219,-79.8892092704773,McDonald's,20
restaurant,43.25966301112219,-79.8892092704773,Shehnai Restaurant,20
restaurant,43.25966301112219,-79.8892092704773,Pizza Pizza,20
restaurant,43.25966301112219,-79.8892092704773,Wimpy's Diner,20
restaurant,43.25966301112219,-79.8892092704773,KFC,20
restaurant,43.25966301112219,-79.8892092704773,Ray's Place the Boat House,20
restaurant,43.25966301112219,-79.8892092704773,Tim Hortons,20
restaurant,43.25966301112219,-79.8892092704773,Pizza Hut,20
park,43.2548127612063,-79.8909067737901,HAAA Park,21
park,43.2548127612063,-79.8909067737901,Highland Gardens Park,21
park,43.2548127612063,-79.8909067737901,Hill Street Dog Park,21
park,43.2548127612063,-79.8909067737901,Jackson Park,21
park,43.2548127612063,-79.8909067737901,Beulah Park,21
park,43.2548127612063,-79.8909067737901,Mapleside Park,21
park,43.2548127612063,-79.8909067737901,Cathedral Dog Park,21
park,43.2548127612063,-79.8909067737901,Earl Kitchener School,21
park,43.2548127612063,-79.8909067737901,Park Auto Sales & Service,21
park,43.2548127612063,-79.8909067737901,McMaster Innovation Park,21
restaurant,43.2548127612063,-79.8909067737901,Cake and Loaf Bakery,21
restaurant,43.2548127612063,-79.8909067737901,Earth to Table Bread Bar,21
